row ID;row m/z;row retention time;250924_EI_QC_1_nr8.mzML Peak area;250924_EI_QC_2_nr8.mzML Peak area;250924_EI_QC_3_nr8.mzML Peak area;250924_EI_QC_4_nr8.mzML Peak area;250924_EI_QC_5_nr8.mzML Peak area;250924_EI_sample_10_nr8.mzML Peak area;250924_EI_sample_11_nr8.mzML Peak area;250924_EI_sample_12_nr8.mzML Peak area;250924_EI_sample_13_nr8.mzML Peak area;250924_EI_sample_14_nr8.mzML Peak area;250924_EI_sample_15_nr8.mzML Peak area;250924_EI_sample_16_nr8.mzML Peak area;250924_EI_sample_17_nr8.mzML Peak area;250924_EI_sample_18_nr8.mzML Peak area;250924_EI_sample_19_nr8.mzML Peak area;250924_EI_sample_1_nr8.mzML Peak area;250924_EI_sample_20_nr8.mzML Peak area;250924_EI_sample_21_nr8.mzML Peak area;250924_EI_sample_22_nr8.mzML Peak area;250924_EI_sample_23_nr8.mzML Peak area;250924_EI_sample_24_nr8.mzML Peak area;250924_EI_sample_25_nr8.mzML Peak area;250924_EI_sample_26_nr8.mzML Peak area;250924_EI_sample_27_nr8.mzML Peak area;250924_EI_sample_28_nr8.mzML Peak area;250924_EI_sample_29_nr8.mzML Peak area;250924_EI_sample_2_nr8.mzML Peak area;250924_EI_sample_30_nr8.mzML Peak area;250924_EI_sample_31_nr8.mzML Peak area;250924_EI_sample_32_nr8.mzML Peak area;250924_EI_sample_33_nr8.mzML Peak area;250924_EI_sample_34_nr8.mzML Peak area;250924_EI_sample_35_nr8.mzML Peak area;250924_EI_sample_36_nr8.mzML Peak area;250924_EI_sample_37_nr8.mzML Peak area;250924_EI_sample_38_nr8.mzML Peak area;250924_EI_sample_39_nr8.mzML Peak area;250924_EI_sample_3_nr8.mzML Peak area;250924_EI_sample_40_nr8.mzML Peak area;250924_EI_sample_41_nr8.mzML Peak area;250924_EI_sample_42_nr8.mzML Peak area;250924_EI_sample_43_nr8.mzML Peak area;250924_EI_sample_44_nr8.mzML Peak area;250924_EI_sample_45_nr8.mzML Peak area;250924_EI_sample_46_nr8.mzML Peak area;250924_EI_sample_47_nr8.mzML Peak area;250924_EI_sample_48_nr8.mzML Peak area;250924_EI_sample_4_nr8.mzML Peak area;250924_EI_sample_5_nr8.mzML Peak area;250924_EI_sample_6_nr8.mzML Peak area;250924_EI_sample_7_nr8.mzML Peak area;250924_EI_sample_8_nr8.mzML Peak area;250924_EI_sample_9_nr8.mzML Peak area;250924_EI_sample_PF_10_1_nr8.mzML Peak area;250924_EI_sample_PF_10_2_nr8.mzML Peak area;250924_EI_sample_PF_12_1_nr8.mzML Peak area;250924_EI_sample_PF_12_2_nr8.mzML Peak area;250924_EI_sample_PF_1_1_nr8.mzML Peak area;250924_EI_sample_PF_1_2_nr8.mzML Peak area;250924_EI_sample_PF_2_1_nr8.mzML Peak area;250924_EI_sample_PF_2_2_nr8.mzML Peak area;250924_EI_sample_PF_3_1_nr8.mzML Peak area;250924_EI_sample_PF_3_2_nr8.mzML Peak area;250924_EI_sample_PF_4_1_nr8.mzML Peak area;250924_EI_sample_PF_4_2_nr8.mzML Peak area;250924_EI_sample_PF_5_1_nr8.mzML Peak area;250924_EI_sample_PF_5_2_nr8.mzML Peak area;250924_EI_sample_PF_6_1_nr8.mzML Peak area;250924_EI_sample_PF_6_2_nr8.mzML Peak area;250924_EI_sample_PF_7_1_nr8.mzML Peak area;250924_EI_sample_PF_7_2_nr8.mzML Peak area;250924_EI_sample_PF_8_1_nr8.mzML Peak area;250924_EI_sample_PF_8_2_nr8.mzML Peak area;250924_EI_sample_PF_9_1_nr8.mzML Peak area;250924_EI_sample_PF_9_2_nr8.mzML Peak area
3010;742.4746030467719;7.0433736;5311.1943;4700.379;4268.9355;3916.5898;3808.804;3369.3157;9832.224;1696.5354;5910.8013;3129.8228;1482.9242;3568.875;4195.8496;3943.8635;6102.4214;3489.3196;4601.022;3573.8633;6071.7144;5439.171;6321.1206;2101.3652;2020.9531;4346.397;5038.2295;2485.5784;4095.1768;5956.0566;4279.3022;5933.191;5923.8364;3655.1482;5055.3457;4869.454;4554.127;5014.771;4370.575;3302.7036;4721.269;4095.1846;3387.8696;2941.7507;3511.4858;4268.2305;4708.3657;5013.9307;4003.705;6570.1167;3841.1475;3216.5396;4013.9268;2059.8318;2599.1206;2537.026;5330.477;3669.3499;3140.4895;5704.307;4966.1357;6062.354;5162.406;6927.7935;5361.9443;4846.486;6020.1636;4281.2974;5460.514;6012.3296;2187.7144;5669.508;3633.0488;5438.0522;0;6542.268;4902.731
3011;527.373724204039;7.043435;772.98413;787.82135;741.793;726.2771;752.6831;563.9658;1759.2543;0;1011.13226;495.73627;225.84712;609.3546;695.5965;669.9617;1053.8478;555.9965;763.7057;615.58704;1039.6748;949.5802;1098.4185;340.4817;322.59402;771.0563;859.77313;470.95615;651.3677;972.0811;886.1645;1121.3555;1118.865;721.5513;943.76276;917.84015;832.4159;982.67096;819.5552;491.81747;860.5681;766.658;577.1106;543.4813;659.42633;788.32214;833.21466;978.1011;748.5441;1155.4272;602.20593;506.7783;674.9344;320.02176;391.7999;471.28796;1068.7098;638.702;551.417;1030.0566;862.2357;1096.0847;899.11194;1237.113;957.8728;917.7665;1095.8259;800.3491;1021.8254;1087.8884;379.70547;1001.2347;665.69946;1108.4006;0;1163.7766;962.2313
3012;747.4303154189253;7.043467;9726.594;10421.03;9850.329;8823.531;8167.052;7374.327;17404.809;3971.627;11364.871;7840.6045;3287.2087;8565.752;9146.237;9059.113;13563.297;7254.0493;10190.001;8673.048;13355.049;12112.208;13647.045;5165.78;4593.978;7866.131;0;5778.514;8288.547;21868.297;9002.122;10779.655;11780.228;7148.3037;10983.718;9631.659;9666.081;9801.124;9631.263;7191.2427;10904.818;9824.726;7990.8086;7286.608;8239.355;9916.829;9806.188;11400.86;9366.929;11675.442;7957.9297;6947.183;8585.677;4976.842;5858.914;6687.666;11083.646;8365.187;7233.5146;12489.578;9951.803;12667.2;21931.422;13932.566;10662.614;10620.772;13044.797;9222.658;11589.711;12028.527;5599.955;12025.653;8317.32;11707.014;270.424;13194.76;10141.013
3013;545.3843027630039;7.0435205;9201.035;9068.241;8907.151;8068.7197;8216.354;6720.0747;20446.09;3302.6702;11238.6875;6434.9087;2849.8733;7012.5483;8161.6533;8083.55;12927.732;6404.7935;9055.401;7315.0195;12159.186;11225.348;14046.733;4204.9263;3682.418;8556.259;9796.734;4863.5283;7411.76;12423.657;10118.017;12095.098;12854.226;8021.08;10608.048;9960.884;9596.29;10858.02;9148.391;6045.6865;9958.165;8375.023;6730.0703;6073.5947;7182.568;8797.516;9719.818;11114.647;8445.685;12682.938;7058.5073;6441.329;7704.57;4041.2268;5122.7554;5526.0444;11902.811;7945.1997;6443.861;11810.762;10190.851;13897.882;10990.679;15740.624;11126.313;10073.051;12590.363;9170.966;11698.66;13847.208;4895.441;11578.566;7563.7505;12135.63;0;13692.63;10980.678
3014;335.2597206739851;7.0440598;0;0;0;0;0;0;1068.1198;0;0;0;0;0;465.51306;0;707.79285;0;0;0;674.68384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;398.5412;0;543.5668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;687.0448;0;0;0;0;0;0;0;0;0;0
3026;763.4213313578133;7.061077;777.87885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1849.1545;0;1034.8861;1698.3374;0;0;0;0;0;0;934.2781;1142.4218;0;0;0;0;0;0;0;0;0;0;0;737.8423;0;1592.9086;879.76135;1193.8917;869.5486;0;791.1006;0;0;524.3491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468.90775;0;0;0;0
3028;843.4876860241577;7.062805;1883.2345;2050.838;2049.1624;1732.8013;1653.7291;600.5119;5308.4897;2344.0386;3143.0867;0;0;692.59064;708.4729;774.8354;1338.2976;0;0;0;1097.9464;834.549;1919.2876;2251.6912;3236.7947;5800.8237;3850.6611;2986.791;0;4275.745;5046.322;3883.9902;3285.5042;6886.1714;2848.4316;3642.0427;2563.9248;4973.2153;3627.9143;0;2246.2627;1985.14;1203.6969;0;1425.7495;0;2014.7284;2905.0686;1517.524;5216.4976;1016.7235;0;673.9345;0;0;0;3873.4204;1123.952;1050.6179;1062.5352;1562.1027;1481.1105;1021.263;1980.6713;1466.1094;2915.0945;2195.7568;2639.435;2735.5415;3029.5151;0;1498.9557;0;5207.0913;0;2181.23;1812.7407
3037;763.4230094531671;7.0971885;650.84344;0;0;0;0;0;2545.9895;0;0;0;0;0;582.29016;0;2105.9668;359.0669;494.22772;487.56592;898.64374;1676.3613;3857.8962;0;0;773.8339;0;0;847.63983;974.7256;0;1065.2968;0;0;0;1085.4862;0;0;653.76105;367.2063;0;605.9474;0;836.2462;789.5393;1147.8685;749.65826;0;570.077;0;0;438.94073;0;0;338.495;997.6054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;638.11383;0;260.1139;0;0;0;0
3039;461.22195487665755;7.099183;554.0916;577.76013;484.17844;465.0315;0;529.1185;0;0;626.5251;493.76382;0;338.3704;598.0783;0;976.5534;549.8168;650.49146;548.3454;697.1901;0;0;339.98773;0;0;666.1857;0;413.98422;743.70013;727.74817;661.6856;0;0;0;686.24786;0;637.89636;0;327.78098;0;0;0;0;0;0;0;0;553.9747;734.6975;439.8566;417.62457;464.16605;324.54626;0;369.0329;939.9236;634.7013;434.75552;0;0;0;577.9104;720.3161;553.95154;477.3581;0;0;0;824.9269;402.35428;500.99075;389.7461;0;0;662.0702;0
3041;523.4001571446008;7.0994916;3604.647;3462.2913;3205.6646;3347.9746;3254.2053;3493.6794;4899.648;1186.6466;4250.0825;2786.8818;1126.6835;2107.2795;3851.239;4340.7075;6787.2944;3526.9854;4098.186;3281.5334;4823.4033;3162.5122;3178.2861;2145.0376;1574.092;5545.506;5181.7256;3107.0188;2416.6926;5672.0435;5590.5684;5036.4346;4504.871;5320.9736;3879.168;5356.366;3648.504;4953.915;5020.763;2063.4326;4199.9883;3419.6667;3023.2422;2002.6343;2708.3013;3279.8943;3588.9368;4870.523;3918.8733;5601.363;2998.6648;2514.687;2904.389;2032.942;1790.7891;2433.525;8314.682;4545.2876;3144.2336;4106.444;3612.8027;6052.0723;4058.2122;5484.3193;3952.5342;3543.4563;4481.914;3637.6675;4022.6672;6346.414;2492.4375;3686.2185;2535.512;5232.5596;0;5184.732;4792.331
3042;887.4990388095557;7.09951;2276.5388;2018.4629;1692.8544;1683.3987;1587.0115;2285.136;2600.1943;692.4998;2411.9756;1753.3528;681.7032;1244.8363;2294.9727;2721.17;3778.7817;2556.8381;2404.3774;1914.7213;2632.2686;1773.3893;1771.674;1200.7021;883.5279;2657.4414;2615.1792;1713.539;1650.9985;2760.8987;2617.8577;2465.6135;2260.8584;2439.276;2026.4044;2641.2559;1914.9252;2418.124;2401.476;1321.111;2220.637;1815.855;1637.9868;1129.4141;1450.9534;1731.1945;1910.2101;2384.296;2017.4747;3272.956;1881.6346;1592.7878;1822.4554;1291.5076;1152.0042;1326.5405;3569.5793;2273.89;1604.8579;2135.1306;1885.1781;2899.9773;2144.7156;2576.9468;2042.2174;1773.5034;2230.4297;1999.8018;1910.5176;2841.592;1458.0563;1815.6377;1336.604;2338.7134;0;2409.6748;2293.2544
3043;882.5437084470939;7.0996246;1325.3156;965.63727;847.2513;834.19885;771.62463;1143.568;1452.8833;0;1211.4248;881.9806;0;627.61115;1073.9366;1277.9897;1870.3092;1385.1965;1150.752;947.3384;1315.6262;822.01935;0;580.33545;0;1389.8484;1363.3053;852.55817;883.4804;1481.354;1447.1813;1255.535;1141.2253;1322.6019;0;1346.2098;975.75226;1313.2207;1256.8447;683.0742;1093.3053;0;0;0;0;839.1181;0;0;1001.612;1836.2032;1006.0887;842.0987;952.68585;680.646;579.0785;601.37915;1926.1973;1116.0667;794.0019;1033.1401;922.7485;1476.9218;1039.6832;1292.2405;991.4951;862.9445;1075.2423;0;979.64777;1535.0543;667.42053;889.6459;634.3993;1201.9365;0;1209.3135;1181.5032
3060;847.5185177467825;7.1538453;1593.6733;1703.8864;1669.7866;1711.4688;1546.7854;985.299;3586.338;2806.767;2235.6714;0;0;1169.8441;967.6235;995.5012;1300.2605;0;822.41205;0;1322.7311;1348.8567;1794.9114;1620.7091;2023.2694;3161.9985;2420.2637;1752.6678;730.39966;2396.1653;3178.5986;3182.0085;2957.5208;3562.9136;2571.512;3014.6016;2352.0098;3361.4238;2763.0532;698.08636;2063.2925;1728.6991;0;0;1323.0648;972.2209;1735.8828;2328.001;1501.8624;3058.3416;1439.9313;769.086;1081.9388;0;0;0;1975.1688;986.7086;911.5899;1442.7263;1666.9846;1632.2532;1177.6791;2171.0647;1731.9386;2247.3684;1704.3268;1930.69;2173.4321;1995.1389;0;1658.6268;769.5121;2901.2205;878.74585;2018.5443;1757.8845
3061;353.26886500395835;7.154373;2236.394;2125.3992;2034.552;2066.2954;2062.9578;1683.6356;676.3196;1481.0157;845.4584;2198.9502;1425.0232;967.4511;0;1197.3365;891.6068;1720.4011;1076.13;1244.7734;1088.5953;776.17334;0;4783.7524;4440.981;1848.2626;2183.5244;5804.205;1222.8553;1798.1527;1671.0413;1128.9943;910.7961;982.78973;873.9249;605.1763;965.91327;1348.5284;1154.6932;1580.6605;0;469.9188;454.54538;444.4471;375.53558;405.4757;494.52313;0;468.59595;1260.331;2648.1992;1094.7834;1333.4674;3185.88;1547.4093;1140.6088;1415.9497;2285.895;1963.4774;978.2868;734.02045;657.61597;868.1241;832.23254;1220.7275;534.3067;518.54694;537.7925;638.40295;582.47705;946.38153;1910.2762;1064.6809;2077.365;1358.5857;1214.0471;832.308
3065;335.2598043876214;7.1581597;1203.6713;2315.0862;1392.8159;2915.8364;0;2027.3799;0;0;2563.7244;1122.0737;1045.9355;1857.6323;1699.9492;0;0;1007.8165;0;0;0;0;0;1760.7308;2036.3862;2993.5977;3315.949;2027.5944;1020.7915;0;0;0;0;0;0;0;2170.8098;3214.8838;0;1139.9961;0;0;0;0;0;0;0;0;0;0;1465.0541;1511.5898;0;1300.4506;942.5783;0;0;0;1324.629;0;0;0;0;0;0;0;0;0;0;0;0;3065.967;0;3387.0046;0;0;0
3066;779.4561071953308;7.162159;2380.1316;3127.3464;3176.4893;3553.1394;3425.4548;2472.0503;5148.8203;2032.4366;4293.037;1763.5327;1086.1803;1985.7018;2370.108;2984.1772;3282.1824;1547.5201;2300.0696;1790.9728;3140.1846;2993.3794;2982.4343;1896.5503;1952.4028;2438.5962;3565.0479;1979.9375;1923.3927;2880.9744;2642.1858;3394.5908;4622.3887;2512.1458;4045.1174;3410.1418;3829.4333;4599.612;3506.569;1807.5499;4015.1584;2489.8538;2236.972;1536.7661;2045.5819;2027.491;2646.2864;3588.0022;2658.5146;4315.2993;2648.6562;1467.3766;2602.4866;1182.4791;1356.9628;1495.7196;2676.1008;2122.7673;2783.9536;3842.607;3500.9478;3612.0684;2872.5942;4583.797;3482.6882;2949.3933;3363.0444;3266.127;3017.2092;3000.6958;1317.2258;3889.9746;2286.3992;4417.518;798.8672;3791.5242;3292.283
3071;464.21679172997347;7.1704855;873.7142;890.40985;766.4846;741.8158;709.7234;1130.012;706.8478;605.8632;1291.2081;546.13873;938.399;1235.042;818.84357;1004.82367;598.3574;658.9357;708.3888;613.9667;788.0617;0;755.57556;0;831.6393;0;721.91675;496.89856;888.4257;0;535.856;562.1809;623.07745;519.91907;0;0;0;735.3137;0;924.37555;634.63776;0;0;0;443.40222;407.53168;454.9322;609.4555;0;1041.4297;942.1781;909.4872;1111.9637;622.6808;745.9637;0;0;432.73138;0;557.27655;760.2519;0;794.37225;0;848.772;842.36554;805.5364;951.2397;859.509;529.94293;534.4291;0;686.6097;1043.4673;0;794.7054;560.855
3073;463.216855618377;7.171011;0;703.0412;0;0;0;724.35583;0;425.33453;899.4151;393.9162;634.40375;867.5891;610.553;821.051;477.7928;0;542.6668;461.86517;625.89355;430.21844;602.1873;0;616.4706;0;489.86856;0;393.0305;0;0;0;0;0;499.3681;0;0;0;0;0;377.6472;0;0;0;0;0;0;303.24207;0;0;476.50037;0;605.7475;0;443.35715;0;0;0;0;0;0;0;0;0;0;0;344.40118;0;0;0;0;0;0;395.23734;0;0;0
3074;529.3892328458977;7.17148;7489.717;7431.5474;6701.5093;7158.8022;6945.462;9189.541;7435.884;5360.223;12134.887;4360.6084;6396.7573;9586.547;6032.9316;8324.938;5182.7305;5091.104;5314.723;4451.37;6586.1797;5201.105;6965.675;5061.39;7146.736;5341.284;7055.8813;4882.032;6518.035;5463.077;5773.6914;6408.709;6604.5225;5823.804;7624.085;4354.1006;6956.619;8566.227;5742.187;7201.646;6194.656;4817.6504;4041.0684;3579.0222;4098.763;3792.476;4745.058;6176.3115;4505.867;11065.426;8232.503;7024.095;9210.967;4793.935;5355.3115;3914.9343;3830.3984;3760.052;6239.077;5194.911;7351.2397;4872.1665;7408.3003;6911.352;8367.776;8235.3955;8055.339;8899.185;9353.082;5868.827;4201.5684;7586.237;6123.4614;11985.649;1660.8582;8434.901;6002.3325
3075;893.4884658129888;7.171958;5494.324;4895.521;3990.502;4206.0576;3872.9875;6510.6157;4262.639;3334.3374;8010.598;3162.2751;4844.7593;6684.227;4426.707;5675.9736;3470.4849;4082.4182;3917.1743;3246.27;4494.8965;3440.0847;4415.1895;3147.1895;4708.9976;2893.9468;4029.057;3353.9744;5150.72;3156.6616;3124.8127;3691.8374;3418.7004;3223.6309;4727.2266;2362.1934;4318.5996;4827.9126;3078.6682;5521.8887;3620.762;2909.197;2605.4219;2408.7466;2552.304;2239.914;2762.643;3262.482;2708.3677;7225.225;5884.69;5359.7866;6782.5347;3713.539;4048.648;2488.822;1782.602;2368.0586;3752.2559;3001.5598;4391.13;2958.7534;4527.361;3543.4917;4602.197;4615.923;4722.2017;5136.373;5095.35;3017.6792;2760.2136;4338.5547;3833.852;5829.1196;960.7499;4657.9673;3287.0442
3080;341.2305164860557;7.1784897;2364.8508;3763.1184;3508.268;3446.7834;3309.1558;3646.667;3552.2615;3555.3286;3379.936;3992.1885;3736.8752;3660.1863;4087.8257;3822.176;4694.9883;2722.957;3975.0408;3939.471;3969.0735;3667.3987;3637.0266;3833.981;3610.7612;3443.3145;3636.073;3758.4307;3126.4038;3601.4692;3647.7908;3450.2837;3282.1272;3551.5872;3414.038;3364.1533;3630.1633;3426.2969;3722.0605;3157.0198;3547.3022;3388.457;3484.0928;3624.9219;3390.8308;3576.114;3443.9458;3197.5522;3500.9976;2720.4128;3104.8018;3400.3943;3252.616;3641.6467;3540.8328;3270.9634;3166.3652;3221.3643;3194.477;3562.93;3416.3647;3490.417;3289.3574;3104.3142;3173.468;3261.2588;3206.6636;3173.646;3049.9229;3253.1194;3693.1104;3339.0361;3582.899;2871.7925;3438.3362;3119.613;3054.4841
3081;749.4408657871841;7.178511;0;0;0;0;0;1920.8228;0;0;3358.292;0;1388.5358;1887.5739;0;1836.9202;0;1056.2715;0;0;0;0;0;0;1677.2963;0;0;1083.5583;1426.3591;0;0;0;0;0;0;0;0;2378.2192;0;1511.9016;0;0;0;0;1142.5894;0;0;0;0;0;1927.3921;1365.887;1795.115;0;0;0;0;0;0;0;0;0;0;0;0;0;2053.4373;0;2528.9646;0;736.60974;0;1461.0874;0;0;0;1745.4983
3082;888.5325448036658;7.1799426;2618.8608;2168.42;1803.9653;1832.6195;1600.2352;2997.7668;1936.9009;1504.622;3708.4932;1367.9379;2064.668;3052.5625;1871.4144;2444.263;1448.5825;1904.4288;1598.11;0;1780.5009;1310.9446;1800.9238;1329.4974;2002.043;1296.1309;1736.5865;1319.2922;2534.1128;1305.2104;1290.6345;1538.0797;1548.3698;1266.4962;2028.8026;839.2866;1785.1418;2045.1326;1273.7161;2643.2493;1455.3604;1115.6484;974.11584;0;952.0848;925.1682;1069.0085;1456.1338;0;3512.9233;2799.4443;2396.2378;3073.1538;1692.3522;1869.6378;996.33044;711.5554;954.1819;1606.8156;1233.846;1802.2963;1142.7922;1944.9652;1658.801;2023.6321;2069.3337;1960.4493;2150.4048;2172.058;1376.9244;1134.1674;1938.2998;1609.3109;2697.3765;0;2025.9847;1401.1918
3086;427.38994693236396;7.185961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;609.08356;651.4307;0;802.05023;1038.2384;0;0;0;0;0;0;1339.6556;0;0;884.3645;0;0;0;0;639.18317;4879.7114
3088;843.4872371578911;7.1883574;486.63565;637.94745;594.146;640.3331;551.62354;263.58646;1646.2633;1169.863;950.74133;0;0;0;0;0;298.57617;0;0;0;363.35992;274.1221;537.55164;783.5773;1075.8202;1468.3724;1132.0948;921.6933;0;1146.8605;1353.9014;1007.2479;766.28345;1462.4281;771.9897;755.44995;0;1395.2866;885.99713;0;525.55206;0;229.37843;0;290.1164;0;375.77884;675.37225;0;1495.795;391.4833;0;0;0;0;0;1091.5208;404.09528;474.3904;319.25955;419.7085;382.3694;324.55832;607.94745;509.7053;713.2386;543.3278;687.8765;790.92065;824.04144;0;0;0;1600.2927;0;704.1413;451.04126
3090;547.3982929101151;7.19648;1227.5804;1084.7192;988.4651;1154.2147;1067.6409;1461.7069;1355.5691;0;2149.869;642.6074;934.86;1455.0952;974.97797;1304.6992;734.1055;792.95807;796.16534;640.5129;981.1654;827.8011;1113.7137;763.9498;1075.2881;0;1017.82477;641.6424;991.29865;845.6559;0;978.1609;0;0;1127.2028;0;1065.4246;1242.8978;804.9425;1165.7974;922.36945;721.9946;627.3045;578.7374;570.3002;0;705.3153;942.11633;692.8173;1866.8655;1237.6536;997.43695;1375.5922;760.587;778.76465;534.5637;0;586.81165;948.0323;755.3945;1176.4861;0;1074.9532;1223.8121;1461.796;1201.8727;1319.2946;1416.3881;1476.2153;873.97107;598.8682;1118.6644;904.304;1793.6049;0;1301.9994;830.4081
3097;541.3896179825026;7.2369456;1107.626;1168.593;1101.6989;1179.2052;1156.4441;750.8235;2222.1843;1500.0538;1534.2932;716.68243;0;832.0395;745.02094;786.24097;940.63074;481.0804;0;483.5797;978.0448;1031.887;1369.3198;894.34436;1273.4645;1844.0667;1776.2512;923.6633;475.23706;1346.2345;1619.1687;1425.5149;1445.956;2104.7024;1357.2499;1193.9818;1312.1476;2199.0974;1569.8846;0;1155.4092;0;866.3503;0;806.6129;0;996.2013;1334.8616;921.68054;2056.8103;1048.8003;673.0452;834.82135;634.8521;416.65405;438.85507;1040.7075;684.0357;813.91156;917.5873;1028.2028;1002.9609;879.5278;1276.583;1090.7611;1218.5677;1037.168;1197.2357;1272.9828;1333.6307;0;1161.044;506.36285;1754.0525;0;1263.9047;1062.0426
3098;905.4882172186403;7.2382355;1317.699;1275.9203;1118.9259;1124.3405;990.7161;799.4846;2042.3792;1442.14;1528.5492;809.73236;483.7704;897.8481;791.1939;830.46906;956.89307;580.4071;694.2524;0;985.8905;952.26587;1358.333;937.21063;1342.0414;1879.8395;1697.375;1043.0739;537.55884;1288.185;1575.7719;1437.8177;1337.7218;2166.3723;1295.1589;1273.7537;1249.8928;1979.1864;1510.9017;623.54785;1151.4404;0;957.4501;540.72534;858.1194;0;998.4474;1264.8436;897.8358;2007.8169;1193.423;674.89667;950.62177;743.9255;483.8899;485.27335;922.4504;667.7107;748.7963;873.80225;983.27136;963.78723;827.6126;1119.8792;944.0273;1107.0355;947.26434;1087.8551;1124.713;1145.6742;398.5056;1051.9248;476.6051;1456.9364;0;1087.791;995.2751
3101;409.27432967930247;7.2418494;391.4619;428.51257;0;431.72168;0;708.4408;484.10504;425.73026;0;387.4922;422.3168;557.6152;388.57025;395.8735;366.47546;324.9584;467.86386;396.5908;499.589;398.38412;355.99313;340.59802;297.01727;0;421.4529;0;357.4098;312.76993;0;0;0;0;388.41907;0;0;0;0;444.30133;299.8869;0;0;0;0;0;0;215.4352;0;718.06244;628.9724;402.6814;481.37207;438.98727;448.85303;0;238.7359;0;0;352.83337;0;345.9245;442.88577;542.6084;525.03656;0;323.8908;307.1483;355.71655;0;235.61406;397.65118;276.09573;358.774;0;0;288.34155
3102;543.3694161151052;7.2477202;0;1444.4193;0;0;1330.3606;1197.2887;0;0;1932.1334;0;0;1114.399;0;1276.8419;0;0;1394.9264;0;2111.5168;3179.8972;1442.3618;0;0;0;1937.358;0;710.8449;0;0;0;0;0;1562.0371;0;0;0;0;898.6538;0;696.0529;0;735.4874;0;1053.2446;0;1878.9694;0;0;0;433.39218;1158.6536;0;693.3129;680.97845;2131.889;1220.9883;0;1637.6051;788.5595;977.5253;0;2079.2085;1009.67303;0;850.00745;0;0;1749.6373;540.79803;1661.689;0;2415.98;367.42212;0;0
3104;745.4142231992394;7.24804;2355.348;4874.88;4856.1973;2502.9382;4383.7183;3866.9036;9684.92;4891.4434;6399.5767;1553.159;2353.7883;2150.3892;2171.498;2387.0095;6373.925;1159.9313;2806.9888;1496.2278;8543.703;11817.503;5919.1367;1475.2238;2204.6094;5387.908;6887.5977;1759.2472;2146.7668;6320.9844;5543.4736;6341.848;3436.6367;5026.5586;3398.879;5203.7896;5405.0664;3552.345;5080.5195;2749.0342;4957.5005;4768.6294;1839.2064;2529.429;3462.6772;3986.6943;4611.874;6439.4326;2484.0564;5270.2305;3921.8254;1392.7373;3711.7197;841.06244;1138.902;2446.347;4470.7007;4345.988;1776.3308;5908.713;4693.2812;3648.9639;4901.9473;6979.654;3403.717;5145.287;5428.7173;4486.325;5836.978;3421.0;1868.1656;5412.771;2141.03;7316.4775;1325.766;6567.477;2769.6277
3110;740.4589297111393;7.2560387;592.4194;555.22736;514.4441;538.2085;517.7579;933.1587;2737.9304;1243.8619;851.968;306.56448;0;447.36887;406.28177;505.87225;1459.2845;277.55746;586.6651;301.1978;895.59406;1547.2084;1294.9329;0;0;668.6413;807.5909;0;550.8087;1444.5856;613.75854;779.62646;722.7611;1127.067;642.14746;577.76764;644.77295;782.00995;567.1769;300.985;529.7331;484.7497;329.35837;303.1761;360.70786;392.47913;464.12952;1572.6941;476.50833;1188.0176;0;325.42465;475.89752;199.13676;259.1396;254.3068;950.40674;450.6989;347.5483;640.8336;558.9252;725.8313;537.9092;1748.8403;776.97363;529.5825;582.5493;486.64685;647.999;752.01794;0;684.99585;415.40884;2010.9603;256.2751;0;585.2832
3112;689.4266692208496;7.258052;0;0;0;0;0;859.3235;0;1541.4563;1336.7603;562.58136;500.8427;0;0;754.34357;898.5712;0;803.4765;553.8944;0;1125.7454;1086.162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;849.66895;0;0;0;0;0;0;1189.326;546.9038;1563.4149;0;0;768.2245;0;514.0946;0;0;0;0;1029.0571;0;958.9155;909.836;1494.9996;1149.0712;0;868.3096;0;0;0;0;0;0;0;0;1102.3346;792.455
